epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,591.974,0.94718,1.05826,1.0375,0.80486,0.7963,0.78837,0.6453,0.69259,0.63225,0.95128,0.000848969,0.000848969,0.000848969
43,607.167,0.9132,1.05805,1.03151,0.86161,0.7963,0.82077,0.66575,0.69152,0.60747,0.94959,0.000834822,0.000834822,0.000834822
44,621.571,0.92922,1.0645,1.01198,0.81291,0.80524,0.83134,0.68475,0.62578,0.61019,0.93266,0.000820675,0.000820675,0.000820675
45,635.948,0.98293,1.06422,1.03721,0.85155,0.81779,0.83026,0.67746,0.63045,0.64667,0.93597,0.000806528,0.000806528,0.000806528
46,649.356,0.89559,0.99727,1.03778,0.95549,0.7909,0.82751,0.68132,0.61476,0.64367,0.92992,0.00079238,0.00079238,0.00079238
47,663.562,0.89309,1.02144,1.02044,0.92636,0.77148,0.82048,0.69312,0.64223,0.67231,0.94086,0.000778233,0.000778233,0.000778233
48,677.559,0.90022,1.06541,1.03134,0.90654,0.79211,0.81044,0.67457,0.63224,0.60625,0.93143,0.000764086,0.000764086,0.000764086
49,691.759,0.96948,1.1065,1.03756,0.84566,0.76852,0.80782,0.68614,0.61305,0.5983,0.92418,0.000749939,0.000749939,0.000749939
50,705.763,0.8395,0.98706,1.01039,0.81721,0.80653,0.81752,0.6936,0.58198,0.57617,0.91525,0.000735792,0.000735792,0.000735792
51,719.75,0.96358,1.18994,1.04595,0.82194,0.7963,0.8175,0.68039,0.58727,0.60315,0.91827,0.000721645,0.000721645,0.000721645
52,733.755,0.95977,1.10026,1.05194,0.85603,0.76852,0.81791,0.64987,0.62602,0.73956,0.9295,0.000707498,0.000707498,0.000707498
53,747.551,0.97794,1.17518,1.03641,0.85645,0.74747,0.81923,0.66152,0.60752,0.86535,0.92932,0.000693351,0.000693351,0.000693351
54,762.549,0.91618,0.95587,1.00597,0.8688,0.7963,0.81748,0.66772,0.60704,0.73674,0.93332,0.000679204,0.000679204,0.000679204
55,777.343,0.81332,0.9279,0.9889,0.83291,0.7963,0.81434,0.66526,0.6499,0.64269,0.93612,0.000665057,0.000665057,0.000665057
56,792.724,0.94682,1.08799,1.03191,0.86577,0.76852,0.81549,0.66363,0.66956,0.63221,0.93107,0.000650909,0.000650909,0.000650909
57,806.557,0.90713,0.99922,1.01469,0.84423,0.75629,0.80503,0.67368,0.63673,0.61751,0.93072,0.000636762,0.000636762,0.000636762
58,821.76,0.90086,1.05609,1.02598,0.8029,0.78477,0.82246,0.69033,0.60871,0.56698,0.93126,0.000622615,0.000622615,0.000622615
59,836.928,0.94325,1.04976,1.02309,0.82476,0.82407,0.82606,0.69891,0.61665,0.55366,0.92902,0.000608468,0.000608468,0.000608468
60,847.714,0.91079,1.00095,1.02555,0.86366,0.7963,0.81918,0.68678,0.6289,0.55463,0.94133,0.000594321,0.000594321,0.000594321
61,861.714,0.93843,1.00939,1.02006,0.90489,0.7963,0.81731,0.68002,0.61765,0.55926,0.94027,0.000580174,0.000580174,0.000580174
62,873.971,0.86158,0.98516,1.01717,0.91877,0.79404,0.81893,0.69969,0.58801,0.54854,0.93863,0.000566027,0.000566027,0.000566027
63,888.119,0.80023,0.85882,0.98426,0.87889,0.7963,0.81792,0.6953,0.56903,0.56527,0.93533,0.00055188,0.00055188,0.00055188
64,902.922,0.84438,0.93279,1.00299,0.85589,0.7963,0.82495,0.71741,0.52315,0.58525,0.91812,0.000537733,0.000537733,0.000537733
65,916.721,0.86006,0.89009,0.99761,0.85833,0.7963,0.82079,0.71172,0.51854,0.59847,0.91194,0.000523586,0.000523586,0.000523586
66,930.304,0.70097,0.80109,0.94438,0.83714,0.87963,0.8303,0.7052,0.53591,0.5972,0.91725,0.000509438,0.000509438,0.000509438
67,943.71,0.83488,0.87001,1.00304,0.82323,0.90741,0.83024,0.69459,0.53786,0.56436,0.92677,0.000495291,0.000495291,0.000495291
68,959.522,1.03255,1.16738,1.09464,0.91776,0.82074,0.83635,0.70015,0.59838,0.52201,0.95824,0.000481144,0.000481144,0.000481144
69,974.485,0.72604,0.7729,0.95122,0.91086,0.82091,0.83549,0.70314,0.61425,0.51123,0.96429,0.000466997,0.000466997,0.000466997
70,989.497,0.83384,0.88108,0.95972,0.90468,0.82056,0.83689,0.70388,0.60416,0.50829,0.96046,0.00045285,0.00045285,0.00045285
71,1005.69,0.75177,0.79558,0.93814,0.90958,0.82337,0.83752,0.71549,0.58761,0.50232,0.94862,0.000438703,0.000438703,0.000438703
72,1019.3,0.8044,0.97919,1.01704,0.89531,0.84889,0.84228,0.72533,0.59781,0.49625,0.93863,0.000424556,0.000424556,0.000424556
73,1033.92,0.86822,0.97725,1.01552,0.8967,0.85185,0.84928,0.7249,0.60159,0.49307,0.9392,0.000410409,0.000410409,0.000410409
74,1048.87,0.95078,1.0717,1.0413,0.89385,0.85185,0.84815,0.72322,0.5988,0.4869,0.93724,0.000396262,0.000396262,0.000396262
75,1060.13,0.73343,0.80312,0.92428,0.88716,0.85185,0.84471,0.72162,0.58879,0.49544,0.93578,0.000382115,0.000382115,0.000382115
76,1074.69,0.76519,0.78692,0.95053,0.88418,0.85185,0.85583,0.72795,0.54814,0.48168,0.92467,0.000367967,0.000367967,0.000367967
77,1088.68,0.75457,0.81866,0.94648,0.89205,0.83716,0.85606,0.72856,0.55006,0.48215,0.93075,0.00035382,0.00035382,0.00035382
78,1103.48,0.75386,0.82617,0.95652,0.88966,0.85185,0.85825,0.73075,0.55457,0.4813,0.93219,0.000339673,0.000339673,0.000339673
79,1117.87,0.79798,0.84661,0.968,0.87166,0.87027,0.85987,0.73053,0.54657,0.48266,0.9273,0.000325526,0.000325526,0.000325526
80,1132.27,0.93117,0.89345,0.99464,0.89235,0.85185,0.85692,0.72668,0.53736,0.51565,0.92573,0.000311379,0.000311379,0.000311379
81,1143.86,0.89671,0.98352,1.0327,0.89094,0.85185,0.85676,0.73274,0.5207,0.54361,0.91969,0.000297232,0.000297232,0.000297232
82,1155.45,0.81864,0.88364,0.97647,0.87863,0.85185,0.86075,0.74264,0.52262,0.57557,0.92091,0.000283085,0.000283085,0.000283085
83,1167.26,0.7441,0.76304,0.93265,0.91697,0.84962,0.86477,0.74677,0.52061,0.5383,0.91837,0.000268938,0.000268938,0.000268938
84,1179.85,0.64808,0.71435,0.91298,0.91319,0.85185,0.86523,0.73732,0.52533,0.49235,0.91629,0.000254791,0.000254791,0.000254791
85,1191.04,0.74675,0.75894,0.95173,0.90391,0.85185,0.86785,0.72568,0.53802,0.49309,0.91916,0.000240644,0.000240644,0.000240644
86,1205.06,0.75896,0.81376,0.95286,0.88671,0.85185,0.86948,0.73205,0.54321,0.49694,0.92335,0.000226497,0.000226497,0.000226497
87,1223.68,0.76398,0.84145,0.97501,0.85956,0.85185,0.86791,0.72864,0.54972,0.50979,0.92778,0.000212349,0.000212349,0.000212349
88,1235.43,0.79898,0.80263,0.96436,0.82571,0.86694,0.85732,0.71835,0.55376,0.57279,0.93102,0.000198202,0.000198202,0.000198202
